,geohash,latitude,longitude,time,cloudCover,dewPoint,humidity,ozone,precipAccumulation,precipIntensity,precipProbability,pressure,uvIndex,visibility,windBearing,windGust,windSpeed,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,moonPhase,precipIntensityMax,precipIntensityMaxTime,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,windGustTime
7,c22ux3huqdjj,47.2035,-122.3699,2020-01-27 00:00:00-08:00,0.7,44.38,1.0,369.7,0.0,0.0129,0.93,1019.0,1,9.963,167,24.97,6.07,44.88,2020-01-27 15:00:00-08:00,38.58,2020-01-28 06:14:00-08:00,44.88,2020-01-27 15:00:00-08:00,38.07,2020-01-27 00:00:00-08:00,0.1,0.0619,2020-01-27 22:00:00-08:00,2020-01-27 07:42:00-08:00,2020-01-27 17:04:00-08:00,48.65,2020-01-27 13:05:00-08:00,41.0,2020-01-28 05:56:00-08:00,48.65,2020-01-27 13:05:00-08:00,41.67,2020-01-27 23:41:00-08:00,2020-01-27 13:02:00-08:00
0,c20w9bt5fmvs,46.146,-122.963,2020-01-20 00:00:00-08:00,0.84,39.07,0.78,332.6,0.0,0.001,0.44,1013.3,1,10.0,166,14.86,5.33,51.82,2020-01-20 14:43:00-08:00,38.46,2020-01-20 23:49:00-08:00,51.82,2020-01-20 14:43:00-08:00,38.46,2020-01-20 23:49:00-08:00,0.88,0.0042,2020-01-21 00:00:00-08:00,2020-01-20 07:48:00-08:00,2020-01-20 17:00:00-08:00,52.32,2020-01-20 14:43:00-08:00,42.03,2020-01-20 23:43:00-08:00,52.32,2020-01-20 14:43:00-08:00,41.68,2020-01-20 07:08:00-08:00,2020-01-20 21:59:00-08:00
1,c20w9bt5fmvs,46.146,-122.963,2020-01-21 00:00:00-08:00,0.94,43.07,0.91,392.8,0.0,0.035,0.99,1009.5,1,8.69,177,33.85,9.02,44.82,2020-01-21 16:17:00-08:00,40.12,2020-01-22 08:00:00-08:00,44.82,2020-01-21 16:17:00-08:00,38.56,2020-01-21 00:00:00-08:00,0.91,0.0833,2020-01-21 13:08:00-08:00,2020-01-21 07:47:00-08:00,2020-01-21 17:01:00-08:00,49.35,2020-01-21 16:10:00-08:00,43.64,2020-01-22 07:01:00-08:00,49.35,2020-01-21 16:10:00-08:00,42.19,2020-01-21 00:00:00-08:00,2020-01-21 04:12:00-08:00
2,c20w9bt5fmvs,46.146,-122.963,2020-01-22 00:00:00-08:00,0.98,45.14,0.97,355.5,0.0,0.0338,0.99,1016.5,1,6.662,159,25.94,7.94,45.67,2020-01-22 19:00:00-08:00,45.67,2020-01-22 19:00:00-08:00,50.41,2020-01-22 22:21:00-08:00,37.96,2020-01-22 09:15:00-08:00,0.94,0.0666,2020-01-22 11:02:00-08:00,2020-01-22 07:46:00-08:00,2020-01-22 17:03:00-08:00,49.75,2020-01-22 19:00:00-08:00,48.76,2020-01-22 19:00:00-08:00,50.67,2020-01-22 23:06:00-08:00,42.31,2020-01-22 09:10:00-08:00,2020-01-22 13:17:00-08:00
3,c20w9bt5fmvs,46.146,-122.963,2020-01-23 00:00:00-08:00,1.0,50.87,0.99,364.1,0.0,0.0369,1.0,1015.7,1,7.273,164,25.61,8.91,53.23,2020-01-23 19:00:00-08:00,42.07,2020-01-24 07:04:00-08:00,53.49,2020-01-23 20:43:00-08:00,45.94,2020-01-23 14:00:00-08:00,0.98,0.0781,2020-01-23 22:51:00-08:00,2020-01-23 07:45:00-08:00,2020-01-23 17:04:00-08:00,53.73,2020-01-23 19:00:00-08:00,44.2,2020-01-24 07:04:00-08:00,53.99,2020-01-23 20:43:00-08:00,49.24,2020-01-23 13:59:00-08:00,2020-01-23 06:46:00-08:00
4,c20w9bt5fmvs,46.146,-122.963,2020-01-24 00:00:00-08:00,1.0,47.8,1.0,369.0,0.0,0.0288,1.0,1014.3,1,3.58,160,25.96,4.58,46.49,2020-01-24 17:47:00-08:00,45.81,2020-01-24 19:00:00-08:00,50.13,2020-01-24 00:00:00-08:00,42.07,2020-01-24 07:04:00-08:00,0.01,0.0674,2020-01-24 21:12:00-08:00,2020-01-24 07:45:00-08:00,2020-01-24 17:06:00-08:00,48.36,2020-01-24 11:35:00-08:00,46.93,2020-01-24 19:00:00-08:00,50.63,2020-01-24 00:00:00-08:00,44.2,2020-01-24 07:04:00-08:00,2020-01-25 00:00:00-08:00
5,c20w9bt5fmvs,46.146,-122.963,2020-01-25 00:00:00-08:00,0.95,49.32,1.0,351.9,0.0,0.0226,0.99,1011.6,1,8.3,170,30.15,5.28,51.61,2020-01-25 13:16:00-08:00,39.31,2020-01-26 06:02:00-08:00,51.61,2020-01-25 13:16:00-08:00,43.1,2020-01-26 00:00:00-08:00,0.04,0.0626,2020-01-25 00:56:00-08:00,2020-01-25 07:44:00-08:00,2020-01-25 17:07:00-08:00,51.82,2020-01-25 13:11:00-08:00,38.82,2020-01-26 06:02:00-08:00,51.82,2020-01-25 13:11:00-08:00,42.61,2020-01-26 00:00:00-08:00,2020-01-25 01:25:00-08:00
6,c20w9bt5fmvs,46.146,-122.963,2020-01-26 00:00:00-08:00,0.56,43.77,1.0,368.5,0.0,0.0059,0.64,1016.2,1,10.0,150,6.38,3.05,50.43,2020-01-26 15:56:00-08:00,38.82,2020-01-27 01:25:00-08:00,50.43,2020-01-26 15:56:00-08:00,39.11,2020-01-27 00:00:00-08:00,0.07,0.038,2020-01-26 17:20:00-08:00,2020-01-26 07:43:00-08:00,2020-01-26 17:08:00-08:00,50.92,2020-01-26 15:57:00-08:00,41.6,2020-01-27 01:52:00-08:00,50.92,2020-01-26 15:57:00-08:00,38.82,2020-01-26 06:02:00-08:00,2020-01-27 00:00:00-08:00
7,c20w9bt5fmvs,46.146,-122.963,2020-01-27 00:00:00-08:00,0.96,44.76,1.0,365.1,0.0,0.0193,0.95,1019.5,1,10.0,158,27.62,6.07,44.14,2020-01-27 18:56:00-08:00,39.47,2020-01-27 23:38:00-08:00,44.14,2020-01-27 18:56:00-08:00,38.82,2020-01-27 01:25:00-08:00,0.1,0.0575,2020-01-27 13:01:00-08:00,2020-01-27 07:42:00-08:00,2020-01-27 17:10:00-08:00,47.1,2020-01-27 18:56:00-08:00,41.94,2020-01-28 06:24:00-08:00,47.1,2020-01-27 18:56:00-08:00,41.6,2020-01-27 01:52:00-08:00,2020-01-27 08:16:00-08:00
0,c25pm3kzxmfp,46.2826,-119.2937,2020-01-20 00:00:00-08:00,0.73,30.65,0.87,321.4,0.0,0.0007,0.16,1019.1,1,8.549,315,5.58,2.9,40.73,2020-01-20 14:22:00-08:00,27.29,2020-01-21 07:16:00-08:00,40.73,2020-01-20 14:22:00-08:00,28.06,2020-01-20 00:00:00-08:00,0.88,0.0036,2020-01-20 06:00:00-08:00,2020-01-20 07:34:00-08:00,2020-01-20 16:45:00-08:00,41.23,2020-01-20 14:22:00-08:00,29.97,2020-01-21 05:09:00-08:00,41.23,2020-01-20 14:22:00-08:00,29.15,2020-01-20 07:42:00-08:00,2020-01-20 00:00:00-08:00
1,c25pm3kzxmfp,46.2826,-119.2937,2020-01-21 00:00:00-08:00,0.79,32.4,0.82,385.2,0.0,0.0019,0.49,1012.5,1,8.756,197,31.82,8.29,40.13,2020-01-21 14:23:00-08:00,28.95,2020-01-22 04:35:00-08:00,40.13,2020-01-21 14:23:00-08:00,27.29,2020-01-21 07:16:00-08:00,0.91,0.0116,2020-01-21 07:03:00-08:00,2020-01-21 07:33:00-08:00,2020-01-21 16:46:00-08:00,46.19,2020-01-21 14:09:00-08:00,35.79,2020-01-22 06:21:00-08:00,46.19,2020-01-21 14:09:00-08:00,29.97,2020-01-21 05:09:00-08:00,2020-01-21 23:36:00-08:00
2,c25pm3kzxmfp,46.2826,-119.2937,2020-01-22 00:00:00-08:00,0.73,38.12,0.91,365.0,0.0,0.0077,0.92,1019.5,1,9.953,195,31.79,8.67,41.45,2020-01-22 15:57:00-08:00,36.96,2020-01-22 23:24:00-08:00,41.45,2020-01-22 15:57:00-08:00,28.95,2020-01-22 04:35:00-08:00,0.94,0.0258,2020-01-22 16:02:00-08:00,2020-01-22 07:32:00-08:00,2020-01-22 16:48:00-08:00,45.76,2020-01-22 13:54:00-08:00,40.11,2020-01-22 22:20:00-08:00,45.76,2020-01-22 13:54:00-08:00,35.79,2020-01-22 06:21:00-08:00,2020-01-22 00:00:00-08:00
3,c25pm3kzxmfp,46.2826,-119.2937,2020-01-23 00:00:00-08:00,0.95,42.67,0.94,362.8,0.0,0.0065,0.94,1019.0,1,9.997,200,20.36,5.27,51.8,2020-01-23 13:18:00-08:00,25.56,2020-01-23 23:53:00-08:00,51.8,2020-01-23 13:18:00-08:00,25.56,2020-01-23 23:53:00-08:00,0.98,0.0171,2020-01-23 04:09:00-08:00,2020-01-23 07:31:00-08:00,2020-01-23 16:49:00-08:00,52.08,2020-01-23 13:15:00-08:00,29.48,2020-01-23 23:41:00-08:00,52.08,2020-01-23 13:15:00-08:00,29.48,2020-01-23 23:41:00-08:00,2020-01-23 12:53:00-08:00
4,c25pm3kzxmfp,46.2826,-119.2937,2020-01-24 00:00:00-08:00,1.0,41.27,0.95,376.0,0.0,0.0017,0.75,1016.7,1,10.0,192,30.66,5.97,50.17,2020-01-24 13:02:00-08:00,30.19,2020-01-25 03:05:00-08:00,50.17,2020-01-24 13:02:00-08:00,25.59,2020-01-24 00:00:00-08:00,0.01,0.0155,2020-01-24 01:01:00-08:00,2020-01-24 07:30:00-08:00,2020-01-24 16:50:00-08:00,50.67,2020-01-24 13:03:00-08:00,33.85,2020-01-25 02:50:00-08:00,50.67,2020-01-24 13:03:00-08:00,29.66,2020-01-24 00:00:00-08:00,2020-01-24 07:01:00-08:00
5,c25pm3kzxmfp,46.2826,-119.2937,2020-01-25 00:00:00-08:00,0.9,41.65,0.91,352.0,0.0,0.0045,0.83,1013.8,1,10.0,242,33.56,7.13,52.47,2020-01-25 15:48:00-08:00,33.96,2020-01-26 07:04:00-08:00,52.47,2020-01-25 15:48:00-08:00,30.19,2020-01-25 03:05:00-08:00,0.04,0.0289,2020-01-25 10:01:00-08:00,2020-01-25 07:29:00-08:00,2020-01-25 16:52:00-08:00,52.76,2020-01-25 15:54:00-08:00,36.55,2020-01-26 07:02:00-08:00,52.76,2020-01-25 15:54:00-08:00,33.85,2020-01-25 02:50:00-08:00,2020-01-25 10:32:00-08:00
6,c25pm3kzxmfp,46.2826,-119.2937,2020-01-26 00:00:00-08:00,0.92,39.59,0.94,362.4,0.0,0.0024,0.28,1016.9,1,10.0,329,5.33,3.29,45.42,2020-01-26 16:00:00-08:00,33.01,2020-01-27 06:08:00-08:00,45.42,2020-01-26 16:00:00-08:00,33.96,2020-01-26 07:04:00-08:00,0.07,0.0229,2020-01-26 20:55:00-08:00,2020-01-26 07:28:00-08:00,2020-01-26 16:53:00-08:00,45.92,2020-01-26 16:00:00-08:00,32.99,2020-01-27 06:57:00-08:00,45.92,2020-01-26 16:00:00-08:00,35.52,2020-01-26 22:01:00-08:00,2020-01-26 07:25:00-08:00
7,c25pm3kzxmfp,46.2826,-119.2937,2020-01-27 00:00:00-08:00,0.41,39.17,0.91,369.7,0.0,0.0015,0.3,1021.1,1,10.0,218,25.9,5.27,52.0,2020-01-27 14:30:00-08:00,33.28,2020-01-28 06:59:00-08:00,52.0,2020-01-27 14:30:00-08:00,33.01,2020-01-27 06:08:00-08:00,0.1,0.0129,2020-01-27 23:59:00-08:00,2020-01-27 07:27:00-08:00,2020-01-27 16:55:00-08:00,52.01,2020-01-27 14:32:00-08:00,34.63,2020-01-28 05:53:00-08:00,52.01,2020-01-27 14:32:00-08:00,32.99,2020-01-27 06:57:00-08:00,2020-01-27 13:21:00-08:00
0,c22v36fw77w5,47.3453,-122.6368,2020-01-20 00:00:00-08:00,0.84,41.23,0.9,340.9,0.0,0.0022,0.76,1013.0,1,9.967,163,6.08,2.68,49.53,2020-01-20 14:00:00-08:00,36.24,2020-01-21 07:11:00-08:00,49.53,2020-01-20 14:00:00-08:00,39.38,2020-01-20 04:40:00-08:00,0.88,0.0087,2020-01-20 19:57:00-08:00,2020-01-20 07:51:00-08:00,2020-01-20 16:55:00-08:00,50.03,2020-01-20 14:00:00-08:00,39.96,2020-01-21 02:13:00-08:00,50.03,2020-01-20 14:00:00-08:00,40.5,2020-01-20 05:35:00-08:00,2020-01-20 20:56:00-08:00
1,c22v36fw77w5,47.3453,-122.6368,2020-01-21 00:00:00-08:00,0.92,41.93,0.97,403.4,0.0,0.0229,0.99,1007.2,1,9.17,187,31.87,10.49,37.9,2020-01-21 13:40:00-08:00,34.81,2020-01-22 05:45:00-08:00,39.86,2020-01-21 00:00:00-08:00,35.31,2020-01-22 00:00:00-08:00,0.91,0.0597,2020-01-21 19:14:00-08:00,2020-01-21 07:50:00-08:00,2020-01-21 16:56:00-08:00,45.26,2020-01-21 13:32:00-08:00,39.18,2020-01-22 07:25:00-08:00,45.26,2020-01-21 13:32:00-08:00,39.96,2020-01-21 02:13:00-08:00,2020-01-21 13:01:00-08:00
2,c22v36fw77w5,47.3453,-122.6368,2020-01-22 00:00:00-08:00,0.92,42.27,1.0,366.6,0.0,0.0247,0.98,1015.4,1,9.363,174,28.45,7.14,40.93,2020-01-22 19:00:00-08:00,40.93,2020-01-22 19:00:00-08:00,41.67,2020-01-23 00:00:00-08:00,34.81,2020-01-22 05:45:00-08:00,0.94,0.0552,2020-01-22 14:06:00-08:00,2020-01-22 07:49:00-08:00,2020-01-22 16:58:00-08:00,45.16,2020-01-22 19:00:00-08:00,44.17,2020-01-22 19:00:00-08:00,46.49,2020-01-23 00:00:00-08:00,39.18,2020-01-22 07:25:00-08:00,2020-01-22 00:00:00-08:00
3,c22v36fw77w5,47.3453,-122.6368,2020-01-23 00:00:00-08:00,1.0,47.88,1.0,371.1,0.0,0.0385,1.0,1013.9,1,8.488,187,32.05,9.83,51.25,2020-01-23 13:19:00-08:00,35.95,2020-01-24 06:55:00-08:00,51.25,2020-01-23 13:19:00-08:00,37.67,2020-01-24 00:00:00-08:00,0.98,0.0947,2020-01-23 23:33:00-08:00,2020-01-23 07:48:00-08:00,2020-01-23 16:59:00-08:00,51.38,2020-01-23 13:18:00-08:00,40.98,2020-01-24 06:58:00-08:00,51.38,2020-01-23 13:18:00-08:00,41.83,2020-01-23 22:19:00-08:00,2020-01-23 09:59:00-08:00
4,c22v36fw77w5,47.3453,-122.6368,2020-01-24 00:00:00-08:00,1.0,43.2,1.0,382.1,0.0,0.0312,1.0,1013.8,1,8.013,182,25.1,6.42,42.46,2020-01-24 17:52:00-08:00,39.97,2020-01-24 23:13:00-08:00,42.46,2020-01-24 17:52:00-08:00,35.95,2020-01-24 06:55:00-08:00,0.01,0.092,2020-01-24 00:00:00-08:00,2020-01-24 07:47:00-08:00,2020-01-24 17:01:00-08:00,45.48,2020-01-24 11:50:00-08:00,41.04,2020-01-25 00:51:00-08:00,45.48,2020-01-24 11:50:00-08:00,40.98,2020-01-24 06:58:00-08:00,2020-01-24 02:49:00-08:00
5,c22v36fw77w5,47.3453,-122.6368,2020-01-25 00:00:00-08:00,0.93,44.79,1.0,362.5,0.0,0.0246,0.99,1010.8,1,8.53,180,28.72,6.86,42.47,2020-01-25 17:31:00-08:00,37.78,2020-01-26 04:54:00-08:00,42.84,2020-01-25 02:07:00-08:00,38.5,2020-01-26 00:00:00-08:00,0.04,0.0592,2020-01-25 06:56:00-08:00,2020-01-25 07:46:00-08:00,2020-01-25 17:02:00-08:00,47.66,2020-01-25 13:05:00-08:00,38.82,2020-01-26 07:58:00-08:00,47.66,2020-01-25 13:05:00-08:00,41.04,2020-01-25 00:51:00-08:00,2020-01-25 08:03:00-08:00
6,c22v36fw77w5,47.3453,-122.6368,2020-01-26 00:00:00-08:00,0.7,42.22,1.0,372.8,0.0,0.0035,0.5,1015.9,1,10.0,172,8.3,3.66,46.07,2020-01-26 16:02:00-08:00,34.88,2020-01-27 00:59:00-08:00,46.07,2020-01-26 16:02:00-08:00,35.25,2020-01-27 00:00:00-08:00,0.07,0.0221,2020-01-26 22:42:00-08:00,2020-01-26 07:45:00-08:00,2020-01-26 17:04:00-08:00,46.79,2020-01-26 14:49:00-08:00,39.67,2020-01-26 22:05:00-08:00,46.79,2020-01-26 14:49:00-08:00,38.82,2020-01-26 07:58:00-08:00,2020-01-26 23:15:00-08:00
7,c22v36fw77w5,47.3453,-122.6368,2020-01-27 00:00:00-08:00,0.69,42.17,1.0,370.5,0.0,0.018,0.97,1018.8,1,9.737,175,26.23,6.81,42.14,2020-01-27 16:59:00-08:00,35.91,2020-01-28 00:59:00-08:00,42.14,2020-01-27 16:59:00-08:00,34.88,2020-01-27 00:59:00-08:00,0.1,0.0569,2020-01-27 15:59:00-08:00,2020-01-27 07:44:00-08:00,2020-01-27 17:05:00-08:00,45.77,2020-01-27 15:02:00-08:00,39.4,2020-01-28 05:59:00-08:00,45.77,2020-01-27 15:02:00-08:00,39.5,2020-01-27 23:48:00-08:00,2020-01-27 08:06:00-08:00
0,c20gd5zt4c7p,45.6367,-122.597,2020-01-20 00:00:00-08:00,0.8,37.92,0.77,329.0,0.0,0.0005,0.27,1013.8,1,10.0,94,11.82,6.28,48.86,2020-01-20 15:41:00-08:00,38.87,2020-01-21 05:49:00-08:00,48.86,2020-01-20 15:41:00-08:00,37.01,2020-01-20 07:33:00-08:00,0.88,0.0024,2020-01-20 06:00:00-08:00,2020-01-20 07:45:00-08:00,2020-01-20 17:00:00-08:00,50.56,2020-01-20 14:27:00-08:00,42.59,2020-01-21 04:16:00-08:00,50.56,2020-01-20 14:27:00-08:00,40.94,2020-01-20 07:30:00-08:00,2020-01-20 23:06:00-08:00
1,c20gd5zt4c7p,45.6367,-122.597,2020-01-21 00:00:00-08:00,0.94,43.04,0.91,386.6,0.0,0.0268,0.99,1011.0,1,9.457,184,32.16,9.37,44.21,2020-01-21 15:20:00-08:00,39.79,2020-01-22 01:03:00-08:00,44.21,2020-01-21 15:20:00-08:00,38.87,2020-01-21 05:49:00-08:00,0.91,0.0631,2020-01-21 04:43:00-08:00,2020-01-21 07:44:00-08:00,2020-01-21 17:01:00-08:00,49.52,2020-01-21 14:58:00-08:00,43.06,2020-01-22 06:57:00-08:00,49.52,2020-01-21 14:58:00-08:00,42.59,2020-01-21 04:16:00-08:00,2020-01-21 13:07:00-08:00
2,c20gd5zt4c7p,45.6367,-122.597,2020-01-22 00:00:00-08:00,0.98,45.62,0.98,351.8,0.0,0.0431,0.99,1017.6,1,9.141,169,27.64,7.33,46.09,2020-01-22 19:00:00-08:00,46.08,2020-01-23 01:35:00-08:00,46.58,2020-01-22 21:02:00-08:00,39.79,2020-01-22 01:03:00-08:00,0.94,0.071,2020-01-22 10:45:00-08:00,2020-01-22 07:43:00-08:00,2020-01-22 17:03:00-08:00,50.03,2020-01-22 19:00:00-08:00,49.04,2020-01-22 19:00:00-08:00,50.46,2020-01-22 21:06:00-08:00,43.06,2020-01-22 06:57:00-08:00,2020-01-22 18:53:00-08:00
3,c20gd5zt4c7p,45.6367,-122.597,2020-01-23 00:00:00-08:00,1.0,50.8,1.0,358.2,0.0,0.035,1.0,1017.1,1,9.02,170,28.12,7.4,53.76,2020-01-23 17:10:00-08:00,38.82,2020-01-24 00:12:00-08:00,54.02,2020-01-23 20:38:00-08:00,38.85,2020-01-24 00:00:00-08:00,0.98,0.1025,2020-01-23 22:06:00-08:00,2020-01-23 07:42:00-08:00,2020-01-23 17:04:00-08:00,54.26,2020-01-23 17:10:00-08:00,42.77,2020-01-23 23:59:00-08:00,54.33,2020-01-23 20:37:00-08:00,42.77,2020-01-23 23:59:00-08:00,2020-01-23 02:28:00-08:00
4,c20gd5zt4c7p,45.6367,-122.597,2020-01-24 00:00:00-08:00,1.0,48.06,1.0,367.6,0.0,0.0296,1.0,1015.0,1,8.141,158,21.56,5.17,47.3,2020-01-24 17:44:00-08:00,43.93,2020-01-25 04:02:00-08:00,50.45,2020-01-24 04:25:00-08:00,38.82,2020-01-24 00:12:00-08:00,0.01,0.0692,2020-01-24 00:00:00-08:00,2020-01-24 07:42:00-08:00,2020-01-24 17:06:00-08:00,49.91,2020-01-24 07:00:00-08:00,46.97,2020-01-24 23:24:00-08:00,50.65,2020-01-24 04:19:00-08:00,42.77,2020-01-24 00:00:00-08:00,2020-01-24 00:00:00-08:00
5,c20gd5zt4c7p,45.6367,-122.597,2020-01-25 00:00:00-08:00,0.98,49.61,1.0,347.2,0.0,0.019,0.99,1012.3,1,9.185,165,30.09,5.73,53.73,2020-01-25 13:21:00-08:00,40.8,2020-01-26 07:06:00-08:00,53.73,2020-01-25 13:21:00-08:00,43.93,2020-01-25 04:02:00-08:00,0.04,0.0621,2020-01-25 01:01:00-08:00,2020-01-25 07:41:00-08:00,2020-01-25 17:07:00-08:00,54.17,2020-01-25 13:20:00-08:00,40.31,2020-01-26 07:06:00-08:00,54.17,2020-01-25 13:20:00-08:00,45.21,2020-01-26 00:00:00-08:00,2020-01-25 04:54:00-08:00
6,c20gd5zt4c7p,45.6367,-122.597,2020-01-26 00:00:00-08:00,0.7,45.17,1.0,366.9,0.0,0.0097,0.78,1016.4,1,10.0,137,7.69,3.21,50.99,2020-01-26 15:58:00-08:00,40.02,2020-01-27 01:59:00-08:00,50.99,2020-01-26 15:58:00-08:00,40.23,2020-01-27 00:00:00-08:00,0.07,0.0638,2020-01-26 17:54:00-08:00,2020-01-26 07:40:00-08:00,2020-01-26 17:08:00-08:00,51.48,2020-01-26 15:59:00-08:00,43.09,2020-01-27 02:20:00-08:00,51.48,2020-01-26 15:59:00-08:00,40.31,2020-01-26 07:06:00-08:00,2020-01-26 20:08:00-08:00
7,c20gd5zt4c7p,45.6367,-122.597,2020-01-27 00:00:00-08:00,0.84,45.65,1.0,363.5,0.0,0.0204,0.96,1020.4,1,9.85,152,21.77,5.74,46.03,2020-01-27 18:55:00-08:00,40.38,2020-01-28 06:02:00-08:00,46.03,2020-01-27 18:55:00-08:00,40.02,2020-01-27 01:59:00-08:00,0.1,0.0561,2020-01-27 13:01:00-08:00,2020-01-27 07:39:00-08:00,2020-01-27 17:10:00-08:00,48.66,2020-01-27 18:55:00-08:00,43.18,2020-01-28 06:41:00-08:00,48.66,2020-01-27 18:55:00-08:00,43.09,2020-01-27 02:20:00-08:00,2020-01-27 12:48:00-08:00
0,c22y1ubdjhvn,47.4874,-122.6175,2020-01-20 00:00:00-08:00,0.83,41.28,0.89,341.4,0.0,0.0024,0.8,1013.0,1,10.0,193,7.84,3.0,49.59,2020-01-20 14:55:00-08:00,37.0,2020-01-21 07:10:00-08:00,49.59,2020-01-20 14:55:00-08:00,39.53,2020-01-20 05:21:00-08:00,0.88,0.0096,2020-01-20 20:02:00-08:00,2020-01-20 07:51:00-08:00,2020-01-20 16:54:00-08:00,50.09,2020-01-20 14:55:00-08:00,41.32,2020-01-21 02:31:00-08:00,50.09,2020-01-20 14:55:00-08:00,40.98,2020-01-20 05:47:00-08:00,2020-01-20 08:04:00-08:00
1,c22y1ubdjhvn,47.4874,-122.6175,2020-01-21 00:00:00-08:00,0.9,42.15,0.93,405.6,0.0,0.0256,0.99,1007.0,1,9.237,186,32.24,10.95,40.75,2020-01-21 13:17:00-08:00,36.04,2020-01-22 05:28:00-08:00,41.11,2020-01-21 00:45:00-08:00,36.87,2020-01-22 00:00:00-08:00,0.91,0.0479,2020-01-21 19:29:00-08:00,2020-01-21 07:50:00-08:00,2020-01-21 16:56:00-08:00,47.52,2020-01-21 13:22:00-08:00,40.54,2020-01-22 06:55:00-08:00,47.52,2020-01-21 13:22:00-08:00,41.32,2020-01-21 02:31:00-08:00,2020-01-21 13:11:00-08:00
2,c22y1ubdjhvn,47.4874,-122.6175,2020-01-22 00:00:00-08:00,0.9,43.33,0.98,367.7,0.0,0.0245,0.97,1015.3,1,9.13,176,29.74,7.32,41.57,2020-01-22 19:00:00-08:00,41.57,2020-01-22 19:00:00-08:00,44.14,2020-01-23 00:00:00-08:00,36.04,2020-01-22 05:28:00-08:00,0.94,0.0534,2020-01-22 15:33:00-08:00,2020-01-22 07:49:00-08:00,2020-01-22 16:57:00-08:00,45.61,2020-01-22 19:00:00-08:00,44.62,2020-01-22 19:00:00-08:00,48.42,2020-01-23 00:00:00-08:00,40.54,2020-01-22 06:55:00-08:00,2020-01-22 00:00:00-08:00
3,c22y1ubdjhvn,47.4874,-122.6175,2020-01-23 00:00:00-08:00,1.0,50.02,1.0,371.4,0.0,0.0445,1.0,1013.7,1,7.745,185,31.56,10.08,53.98,2020-01-23 13:11:00-08:00,36.48,2020-01-23 22:17:00-08:00,53.98,2020-01-23 13:11:00-08:00,36.48,2020-01-23 22:17:00-08:00,0.98,0.1149,2020-01-23 23:53:00-08:00,2020-01-23 07:48:00-08:00,2020-01-23 16:59:00-08:00,54.48,2020-01-23 13:11:00-08:00,41.26,2020-01-23 22:16:00-08:00,54.48,2020-01-23 13:11:00-08:00,41.26,2020-01-23 22:16:00-08:00,2020-01-23 09:46:00-08:00
4,c22y1ubdjhvn,47.4874,-122.6175,2020-01-24 00:00:00-08:00,1.0,45.6,1.0,383.4,0.0,0.03,1.0,1013.7,1,7.579,185,25.5,6.82,45.39,2020-01-24 17:52:00-08:00,42.98,2020-01-24 21:02:00-08:00,45.39,2020-01-24 17:52:00-08:00,37.82,2020-01-24 01:05:00-08:00,0.01,0.1139,2020-01-24 00:00:00-08:00,2020-01-24 07:47:00-08:00,2020-01-24 17:00:00-08:00,48.31,2020-01-24 10:58:00-08:00,42.69,2020-01-25 00:42:00-08:00,48.31,2020-01-24 10:58:00-08:00,42.32,2020-01-24 00:57:00-08:00,2020-01-24 02:57:00-08:00
5,c22y1ubdjhvn,47.4874,-122.6175,2020-01-25 00:00:00-08:00,0.91,46.93,1.0,364.1,0.0,0.0268,0.99,1010.7,1,8.166,181,30.36,7.42,44.69,2020-01-25 17:44:00-08:00,39.9,2020-01-26 01:04:00-08:00,44.69,2020-01-25 17:44:00-08:00,40.38,2020-01-26 00:00:00-08:00,0.04,0.0771,2020-01-25 03:55:00-08:00,2020-01-25 07:46:00-08:00,2020-01-25 17:02:00-08:00,50.16,2020-01-25 13:02:00-08:00,41.83,2020-01-26 06:02:00-08:00,50.16,2020-01-25 13:02:00-08:00,42.69,2020-01-25 00:42:00-08:00,2020-01-25 09:13:00-08:00
6,c22y1ubdjhvn,47.4874,-122.6175,2020-01-26 00:00:00-08:00,0.81,44.41,0.99,373.4,0.0,0.0042,0.55,1015.9,1,10.0,171,8.26,3.94,47.61,2020-01-26 16:02:00-08:00,36.82,2020-01-27 01:00:00-08:00,47.61,2020-01-26 16:02:00-08:00,37.6,2020-01-27 00:00:00-08:00,0.07,0.0333,2020-01-26 23:01:00-08:00,2020-01-26 07:45:00-08:00,2020-01-26 17:03:00-08:00,48.9,2020-01-26 14:11:00-08:00,41.39,2020-01-26 22:04:00-08:00,48.9,2020-01-26 14:11:00-08:00,41.39,2020-01-26 22:04:00-08:00,2020-01-26 23:22:00-08:00
