,geohash,latitude,longitude,time,cloudCover,dewPoint,humidity,ozone,precipAccumulation,precipIntensity,precipProbability,pressure,uvIndex,visibility,windBearing,windGust,windSpeed,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,moonPhase,precipIntensityMax,precipIntensityMaxTime,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,windGustTime
3,c289jzgu2gjw,48.0316,-122.789,2020-01-23 00:00:00-08:00,0.97,49.07,0.95,373.0,0.0,0.0072,0.94,1012.1,1,9.632,158,24.4,12.91,54.81,2020-01-23 13:07:00-08:00,37.65,2020-01-24 05:53:00-08:00,54.81,2020-01-23 13:07:00-08:00,40.8,2020-01-23 00:00:00-08:00,0.98,0.0239,2020-01-23 22:12:00-08:00,2020-01-23 07:51:00-08:00,2020-01-23 16:57:00-08:00,55.31,2020-01-23 13:07:00-08:00,41.44,2020-01-24 05:32:00-08:00,55.31,2020-01-23 13:07:00-08:00,45.99,2020-01-23 00:00:00-08:00,2020-01-23 06:54:00-08:00
4,c289jzgu2gjw,48.0316,-122.789,2020-01-24 00:00:00-08:00,0.96,46.47,0.99,387.2,0.0,0.0045,0.98,1012.7,1,9.527,164,18.41,8.24,45.72,2020-01-24 13:02:00-08:00,35.19,2020-01-25 02:55:00-08:00,45.72,2020-01-24 13:02:00-08:00,37.65,2020-01-24 05:53:00-08:00,0.01,0.0337,2020-01-25 00:00:00-08:00,2020-01-24 07:50:00-08:00,2020-01-24 16:59:00-08:00,49.64,2020-01-24 13:01:00-08:00,39.28,2020-01-25 02:49:00-08:00,49.82,2020-01-24 00:00:00-08:00,41.44,2020-01-24 05:32:00-08:00,2020-01-24 00:00:00-08:00
5,c289jzgu2gjw,48.0316,-122.789,2020-01-25 00:00:00-08:00,0.89,45.83,0.99,368.6,0.0,0.0174,0.99,1009.9,1,7.65,128,19.94,6.39,50.26,2020-01-25 16:00:00-08:00,37.3,2020-01-26 01:08:00-08:00,50.26,2020-01-25 16:00:00-08:00,35.19,2020-01-25 02:55:00-08:00,0.04,0.0448,2020-01-25 02:04:00-08:00,2020-01-25 07:49:00-08:00,2020-01-25 17:01:00-08:00,50.76,2020-01-25 15:59:00-08:00,41.19,2020-01-26 02:15:00-08:00,50.76,2020-01-25 15:59:00-08:00,39.28,2020-01-25 02:49:00-08:00,2020-01-25 06:46:00-08:00
6,c289jzgu2gjw,48.0316,-122.789,2020-01-26 00:00:00-08:00,0.58,43.49,0.96,374.0,0.0,0.0003,0.33,1015.5,1,10.0,153,14.33,5.35,50.19,2020-01-26 13:08:00-08:00,34.55,2020-01-27 01:01:00-08:00,50.19,2020-01-26 13:08:00-08:00,35.23,2020-01-26 23:04:00-08:00,0.07,0.0014,2020-01-26 23:00:00-08:00,2020-01-26 07:48:00-08:00,2020-01-26 17:02:00-08:00,50.69,2020-01-26 13:08:00-08:00,40.11,2020-01-27 01:01:00-08:00,50.69,2020-01-26 13:08:00-08:00,41.19,2020-01-26 02:15:00-08:00,2020-01-27 00:00:00-08:00
7,c289jzgu2gjw,48.0316,-122.789,2020-01-27 00:00:00-08:00,0.79,44.54,0.99,372.0,0.0,0.0064,0.85,1017.5,1,9.648,148,26.73,10.41,44.39,2020-01-27 14:22:00-08:00,32.49,2020-01-28 02:17:00-08:00,44.39,2020-01-27 14:22:00-08:00,34.55,2020-01-27 01:01:00-08:00,0.1,0.0248,2020-01-27 01:00:00-08:00,2020-01-27 07:46:00-08:00,2020-01-27 17:04:00-08:00,48.83,2020-01-27 14:08:00-08:00,38.38,2020-01-28 02:11:00-08:00,48.83,2020-01-27 14:08:00-08:00,40.11,2020-01-27 01:01:00-08:00,2020-01-27 08:47:00-08:00
0,c22v9rcvwqyu,47.4166,-122.6377,2020-01-20 00:00:00-08:00,0.84,41.36,0.89,341.2,0.0,0.0023,0.78,1013.0,1,10.0,187,6.75,2.85,50.31,2020-01-20 14:47:00-08:00,38.18,2020-01-21 06:40:00-08:00,50.31,2020-01-20 14:47:00-08:00,39.44,2020-01-20 04:46:00-08:00,0.88,0.0091,2020-01-20 20:00:00-08:00,2020-01-20 07:51:00-08:00,2020-01-20 16:54:00-08:00,50.81,2020-01-20 14:47:00-08:00,41.26,2020-01-21 02:26:00-08:00,50.81,2020-01-20 14:47:00-08:00,40.79,2020-01-20 05:40:00-08:00,2020-01-20 08:04:00-08:00
1,c22v9rcvwqyu,47.4166,-122.6377,2020-01-21 00:00:00-08:00,0.91,42.4,0.92,404.5,0.0,0.0245,0.99,1007.1,1,9.227,187,31.98,10.66,41.43,2020-01-21 13:17:00-08:00,36.81,2020-01-22 05:41:00-08:00,41.43,2020-01-21 13:17:00-08:00,37.71,2020-01-22 00:00:00-08:00,0.91,0.0534,2020-01-21 19:19:00-08:00,2020-01-21 07:50:00-08:00,2020-01-21 16:56:00-08:00,48.02,2020-01-21 13:20:00-08:00,41.08,2020-01-22 06:49:00-08:00,48.02,2020-01-21 13:20:00-08:00,41.26,2020-01-21 02:26:00-08:00,2020-01-21 13:04:00-08:00
2,c22v9rcvwqyu,47.4166,-122.6377,2020-01-22 00:00:00-08:00,0.91,43.65,0.98,367.1,0.0,0.0248,0.98,1015.4,1,9.243,175,29.07,7.18,42.11,2020-01-22 17:16:00-08:00,42.09,2020-01-22 19:00:00-08:00,44.41,2020-01-23 00:00:00-08:00,36.81,2020-01-22 05:41:00-08:00,0.94,0.054,2020-01-22 14:38:00-08:00,2020-01-22 07:49:00-08:00,2020-01-22 16:57:00-08:00,46.05,2020-01-22 19:00:00-08:00,45.06,2020-01-22 19:00:00-08:00,48.69,2020-01-23 00:00:00-08:00,41.08,2020-01-22 06:49:00-08:00,2020-01-22 00:00:00-08:00
3,c22v9rcvwqyu,47.4166,-122.6377,2020-01-23 00:00:00-08:00,1.0,50.42,0.99,371.3,0.0,0.0422,1.0,1013.8,1,8.032,187,31.74,9.94,54.58,2020-01-23 13:09:00-08:00,38.79,2020-01-23 22:18:00-08:00,54.58,2020-01-23 13:09:00-08:00,38.79,2020-01-23 22:18:00-08:00,0.98,0.105,2020-01-23 23:48:00-08:00,2020-01-23 07:48:00-08:00,2020-01-23 16:59:00-08:00,55.08,2020-01-23 13:09:00-08:00,42.97,2020-01-23 22:17:00-08:00,55.08,2020-01-23 13:09:00-08:00,42.97,2020-01-23 22:17:00-08:00,2020-01-23 09:56:00-08:00
4,c22v9rcvwqyu,47.4166,-122.6377,2020-01-24 00:00:00-08:00,1.0,46.12,1.0,382.8,0.0,0.0305,1.0,1013.8,1,7.786,184,25.32,6.6,45.76,2020-01-24 17:47:00-08:00,42.9,2020-01-24 22:58:00-08:00,45.76,2020-01-24 17:47:00-08:00,39.6,2020-01-24 01:01:00-08:00,0.01,0.1035,2020-01-24 00:00:00-08:00,2020-01-24 07:47:00-08:00,2020-01-24 17:00:00-08:00,48.91,2020-01-24 10:57:00-08:00,43.2,2020-01-25 00:53:00-08:00,48.91,2020-01-24 10:57:00-08:00,43.64,2020-01-25 00:00:00-08:00,2020-01-24 02:52:00-08:00
5,c22v9rcvwqyu,47.4166,-122.6377,2020-01-25 00:00:00-08:00,0.91,47.44,1.0,363.3,0.0,0.0261,0.99,1010.7,1,8.32,181,29.52,7.09,50.11,2020-01-25 13:00:00-08:00,40.4,2020-01-26 01:05:00-08:00,50.11,2020-01-25 13:00:00-08:00,41.17,2020-01-26 00:00:00-08:00,0.04,0.0696,2020-01-25 03:56:00-08:00,2020-01-25 07:46:00-08:00,2020-01-25 17:02:00-08:00,50.61,2020-01-25 13:02:00-08:00,41.72,2020-01-26 06:00:00-08:00,50.61,2020-01-25 13:02:00-08:00,43.2,2020-01-25 00:53:00-08:00,2020-01-25 08:35:00-08:00
6,c22v9rcvwqyu,47.4166,-122.6377,2020-01-26 00:00:00-08:00,0.76,44.53,0.99,373.1,0.0,0.0039,0.53,1016.0,1,10.0,171,8.16,3.77,48.26,2020-01-26 16:00:00-08:00,37.46,2020-01-27 01:00:00-08:00,48.26,2020-01-26 16:00:00-08:00,38.04,2020-01-27 00:00:00-08:00,0.07,0.0271,2020-01-26 22:58:00-08:00,2020-01-26 07:45:00-08:00,2020-01-26 17:03:00-08:00,49.24,2020-01-26 14:12:00-08:00,41.5,2020-01-26 22:03:00-08:00,49.24,2020-01-26 14:12:00-08:00,41.5,2020-01-26 22:03:00-08:00,2020-01-26 23:18:00-08:00
7,c22v9rcvwqyu,47.4166,-122.6377,2020-01-27 00:00:00-08:00,0.68,44.55,1.0,370.7,0.0,0.0188,0.97,1018.7,1,9.433,177,25.87,6.9,44.78,2020-01-27 17:00:00-08:00,38.74,2020-01-28 00:58:00-08:00,44.78,2020-01-27 17:00:00-08:00,37.46,2020-01-27 01:00:00-08:00,0.1,0.0489,2020-01-27 15:59:00-08:00,2020-01-27 07:44:00-08:00,2020-01-27 17:05:00-08:00,48.16,2020-01-27 14:58:00-08:00,41.3,2020-01-27 23:34:00-08:00,48.16,2020-01-27 14:58:00-08:00,41.3,2020-01-27 23:34:00-08:00,2020-01-27 08:00:00-08:00
0,c2952wxkj5kz,48.4202,-122.3116,2020-01-20 00:00:00-08:00,0.92,41.76,0.79,346.2,0.0,0.0013,0.68,1012.5,1,10.0,116,17.83,6.49,53.58,2020-01-20 14:10:00-08:00,37.5,2020-01-21 08:00:00-08:00,53.58,2020-01-20 14:10:00-08:00,41.91,2020-01-20 06:48:00-08:00,0.88,0.005,2020-01-20 15:51:00-08:00,2020-01-20 07:53:00-08:00,2020-01-20 16:50:00-08:00,54.08,2020-01-20 14:10:00-08:00,43.29,2020-01-21 08:00:00-08:00,54.08,2020-01-20 14:10:00-08:00,45.44,2020-01-21 00:00:00-08:00,2020-01-20 06:11:00-08:00
1,c2952wxkj5kz,48.4202,-122.3116,2020-01-21 00:00:00-08:00,0.97,41.57,0.91,410.6,0.0,0.0191,0.97,1006.1,1,9.846,147,33.23,11.0,38.43,2020-01-21 13:27:00-08:00,37.17,2020-01-22 06:07:00-08:00,42.16,2020-01-21 00:00:00-08:00,37.28,2020-01-21 09:02:00-08:00,0.91,0.0389,2020-01-21 16:11:00-08:00,2020-01-21 07:52:00-08:00,2020-01-21 16:51:00-08:00,45.57,2020-01-21 13:10:00-08:00,41.72,2020-01-22 06:34:00-08:00,46.43,2020-01-21 00:32:00-08:00,42.42,2020-01-22 00:00:00-08:00,2020-01-21 11:01:00-08:00
2,c2952wxkj5kz,48.4202,-122.3116,2020-01-22 00:00:00-08:00,0.98,42.96,0.95,376.1,0.0,0.0276,0.98,1015.0,1,9.425,130,21.49,9.04,42.56,2020-01-22 13:04:00-08:00,40.02,2020-01-22 19:00:00-08:00,42.56,2020-01-22 13:04:00-08:00,37.17,2020-01-22 06:07:00-08:00,0.94,0.0578,2020-01-23 00:00:00-08:00,2020-01-22 07:51:00-08:00,2020-01-22 16:53:00-08:00,47.35,2020-01-22 13:06:00-08:00,44.7,2020-01-22 19:00:00-08:00,47.35,2020-01-22 13:06:00-08:00,41.72,2020-01-22 06:34:00-08:00,2020-01-22 09:26:00-08:00
3,c2952wxkj5kz,48.4202,-122.3116,2020-01-23 00:00:00-08:00,1.0,49.72,0.99,374.7,0.0,0.0505,1.0,1013.0,1,8.21,142,28.47,11.58,51.88,2020-01-23 17:05:00-08:00,41.9,2020-01-24 05:57:00-08:00,51.88,2020-01-23 17:05:00-08:00,41.61,2020-01-23 00:00:00-08:00,0.98,0.0777,2020-01-23 03:32:00-08:00,2020-01-23 07:50:00-08:00,2020-01-23 16:54:00-08:00,52.38,2020-01-23 17:05:00-08:00,45.16,2020-01-24 05:52:00-08:00,52.38,2020-01-23 17:05:00-08:00,46.09,2020-01-23 00:00:00-08:00,2020-01-23 08:50:00-08:00
4,c2952wxkj5kz,48.4202,-122.3116,2020-01-24 00:00:00-08:00,1.0,47.15,0.99,390.7,0.0,0.0168,0.99,1013.2,1,9.602,132,22.83,7.69,44.59,2020-01-24 09:06:00-08:00,37.7,2020-01-25 05:57:00-08:00,45.4,2020-01-24 00:00:00-08:00,41.9,2020-01-24 05:57:00-08:00,0.01,0.0661,2020-01-24 00:57:00-08:00,2020-01-24 07:49:00-08:00,2020-01-24 16:56:00-08:00,48.58,2020-01-24 09:19:00-08:00,40.78,2020-01-25 05:54:00-08:00,49.59,2020-01-24 00:00:00-08:00,45.16,2020-01-24 05:52:00-08:00,2020-01-24 06:29:00-08:00
5,c2952wxkj5kz,48.4202,-122.3116,2020-01-25 00:00:00-08:00,0.99,45.56,1.0,370.7,0.0,0.0196,0.99,1010.1,1,8.2,113,26.92,5.63,46.57,2020-01-25 16:01:00-08:00,40.57,2020-01-26 04:04:00-08:00,46.57,2020-01-25 16:01:00-08:00,37.7,2020-01-25 05:57:00-08:00,0.04,0.0369,2020-01-25 19:06:00-08:00,2020-01-25 07:48:00-08:00,2020-01-25 16:57:00-08:00,49.11,2020-01-25 16:02:00-08:00,42.98,2020-01-26 05:51:00-08:00,49.11,2020-01-25 16:02:00-08:00,40.78,2020-01-25 05:54:00-08:00,2020-01-25 09:24:00-08:00
6,c2952wxkj5kz,48.4202,-122.3116,2020-01-26 00:00:00-08:00,0.6,44.38,0.98,374.2,0.0,0.0029,0.65,1016.0,1,10.0,104,9.61,4.23,49.43,2020-01-26 14:12:00-08:00,36.39,2020-01-26 23:43:00-08:00,49.43,2020-01-26 14:12:00-08:00,36.39,2020-01-26 23:43:00-08:00,0.07,0.0158,2020-01-26 00:00:00-08:00,2020-01-26 07:47:00-08:00,2020-01-26 16:59:00-08:00,49.87,2020-01-26 14:03:00-08:00,41.14,2020-01-26 20:33:00-08:00,49.87,2020-01-26 14:03:00-08:00,41.14,2020-01-26 20:33:00-08:00,2020-01-27 00:00:00-08:00
7,c2952wxkj5kz,48.4202,-122.3116,2020-01-27 00:00:00-08:00,0.83,43.93,0.99,372.3,0.0,0.0129,0.94,1018.2,1,9.961,120,25.05,8.05,41.96,2020-01-27 15:16:00-08:00,37.79,2020-01-28 02:26:00-08:00,41.96,2020-01-27 15:16:00-08:00,36.43,2020-01-27 00:00:00-08:00,0.1,0.061,2020-01-27 01:00:00-08:00,2020-01-27 07:46:00-08:00,2020-01-27 17:01:00-08:00,46.2,2020-01-27 13:04:00-08:00,41.57,2020-01-28 02:28:00-08:00,46.2,2020-01-27 13:04:00-08:00,41.48,2020-01-27 00:00:00-08:00,2020-01-27 08:43:00-08:00
0,c2e2e5bmbhq0,47.922,-119.0475,2020-01-20 00:00:00-08:00,0.9,29.56,0.92,329.1,0.08,0.0007,0.17,1019.3,1,8.169,65,9.14,4.27,34.65,2020-01-20 14:33:00-08:00,23.21,2020-01-21 04:02:00-08:00,34.65,2020-01-20 14:33:00-08:00,22.03,2020-01-20 00:03:00-08:00,0.88,0.0035,2020-01-20 06:00:00-08:00,2020-01-20 07:38:00-08:00,2020-01-20 16:38:00-08:00,38.11,2020-01-20 14:15:00-08:00,28.54,2020-01-21 03:48:00-08:00,38.11,2020-01-20 14:15:00-08:00,27.98,2020-01-20 01:07:00-08:00,2020-01-20 00:57:00-08:00
1,c2e2e5bmbhq0,47.922,-119.0475,2020-01-21 00:00:00-08:00,0.96,30.02,0.91,395.9,1.77,0.0145,0.77,1011.8,1,5.662,142,15.31,6.95,29.37,2020-01-21 15:49:00-08:00,20.04,2020-01-22 06:19:00-08:00,29.37,2020-01-21 15:49:00-08:00,23.06,2020-01-22 00:00:00-08:00,0.91,0.0456,2020-01-21 10:35:00-08:00,2020-01-21 07:37:00-08:00,2020-01-21 16:40:00-08:00,36.29,2020-01-21 15:43:00-08:00,27.05,2020-01-22 06:41:00-08:00,36.29,2020-01-21 15:43:00-08:00,28.54,2020-01-21 03:48:00-08:00,2020-01-21 10:45:00-08:00
2,c2e2e5bmbhq0,47.922,-119.0475,2020-01-22 00:00:00-08:00,0.82,30.47,0.94,383.8,0.0,0.0069,0.66,1019.3,1,6.247,136,12.63,6.0,31.13,2020-01-22 16:15:00-08:00,30.35,2020-01-23 08:00:00-08:00,31.13,2020-01-22 16:15:00-08:00,20.04,2020-01-22 06:19:00-08:00,0.94,0.0185,2020-01-22 19:26:00-08:00,2020-01-22 07:36:00-08:00,2020-01-22 16:41:00-08:00,35.79,2020-01-22 19:00:00-08:00,34.44,2020-01-23 07:57:00-08:00,36.06,2020-01-22 21:57:00-08:00,27.05,2020-01-22 06:41:00-08:00,2020-01-22 01:58:00-08:00
3,c2e2e5bmbhq0,47.922,-119.0475,2020-01-23 00:00:00-08:00,1.0,36.17,0.99,368.5,0.0,0.0112,0.83,1019.1,1,1.005,122,9.06,5.1,34.71,2020-01-23 16:57:00-08:00,26.89,2020-01-24 02:08:00-08:00,34.71,2020-01-23 16:57:00-08:00,28.16,2020-01-24 00:00:00-08:00,0.98,0.0283,2020-01-23 07:01:00-08:00,2020-01-23 07:35:00-08:00,2020-01-23 16:43:00-08:00,39.2,2020-01-23 17:03:00-08:00,31.29,2020-01-24 02:06:00-08:00,39.59,2020-01-23 20:45:00-08:00,31.72,2020-01-24 00:00:00-08:00,2020-01-23 00:22:00-08:00
4,c2e2e5bmbhq0,47.922,-119.0475,2020-01-24 00:00:00-08:00,1.0,33.62,1.0,384.1,0.0,0.0088,0.84,1016.3,1,0.842,149,15.62,4.2,34.75,2020-01-24 17:25:00-08:00,24.17,2020-01-25 04:00:00-08:00,34.75,2020-01-24 17:25:00-08:00,25.92,2020-01-24 11:06:00-08:00,0.01,0.0504,2020-01-24 01:01:00-08:00,2020-01-24 07:34:00-08:00,2020-01-24 16:44:00-08:00,36.97,2020-01-24 07:00:00-08:00,30.15,2020-01-25 04:00:00-08:00,37.0,2020-01-24 06:54:00-08:00,29.89,2020-01-24 11:11:00-08:00,2020-01-24 04:07:00-08:00
5,c2e2e5bmbhq0,47.922,-119.0475,2020-01-25 00:00:00-08:00,0.97,36.14,0.99,364.2,0.0,0.0141,0.86,1013.4,1,4.326,113,21.28,4.97,37.72,2020-01-25 19:00:00-08:00,33.61,2020-01-26 07:01:00-08:00,37.75,2020-01-25 19:12:00-08:00,24.17,2020-01-25 04:00:00-08:00,0.04,0.0504,2020-01-25 05:55:00-08:00,2020-01-25 07:33:00-08:00,2020-01-25 16:46:00-08:00,40.73,2020-01-25 16:01:00-08:00,35.19,2020-01-26 00:57:00-08:00,40.73,2020-01-25 16:01:00-08:00,30.15,2020-01-25 04:00:00-08:00,2020-01-25 05:46:00-08:00
6,c2e2e5bmbhq0,47.922,-119.0475,2020-01-26 00:00:00-08:00,0.96,35.85,0.99,365.8,0.0,0.0005,0.23,1017.6,1,6.376,13,5.08,2.66,37.09,2020-01-26 16:02:00-08:00,30.57,2020-01-27 01:01:00-08:00,37.09,2020-01-26 16:02:00-08:00,32.38,2020-01-26 20:13:00-08:00,0.07,0.01,2020-01-26 23:58:00-08:00,2020-01-26 07:32:00-08:00,2020-01-26 16:47:00-08:00,37.99,2020-01-26 13:00:00-08:00,32.73,2020-01-27 01:03:00-08:00,37.99,2020-01-26 13:00:00-08:00,33.63,2020-01-27 00:00:00-08:00,2020-01-26 09:55:00-08:00
7,c2e2e5bmbhq0,47.922,-119.0475,2020-01-27 00:00:00-08:00,0.93,35.3,1.0,370.8,0.6,0.0057,0.41,1021.8,1,8.158,111,6.3,3.12,36.93,2020-01-27 18:45:00-08:00,30.55,2020-01-28 02:23:00-08:00,36.93,2020-01-27 18:45:00-08:00,30.57,2020-01-27 01:01:00-08:00,0.1,0.048,2020-01-27 03:59:00-08:00,2020-01-27 07:31:00-08:00,2020-01-27 16:49:00-08:00,38.0,2020-01-27 15:04:00-08:00,32.51,2020-01-27 23:26:00-08:00,38.0,2020-01-27 15:04:00-08:00,32.51,2020-01-27 23:26:00-08:00,2020-01-27 15:49:00-08:00
0,c23utydhg490,47.2338,-121.0335,2020-01-20 00:00:00-08:00,0.92,29.77,0.84,328.7,0.07,0.0007,0.16,1017.4,1,8.271,96,12.39,4.45,38.28,2020-01-20 13:47:00-08:00,25.33,2020-01-21 06:48:00-08:00,38.28,2020-01-20 13:47:00-08:00,25.59,2020-01-20 01:08:00-08:00,0.88,0.0035,2020-01-20 06:00:00-08:00,2020-01-20 07:44:00-08:00,2020-01-20 16:49:00-08:00,41.13,2020-01-20 14:16:00-08:00,30.29,2020-01-21 08:00:00-08:00,41.13,2020-01-20 14:16:00-08:00,30.0,2020-01-20 07:02:00-08:00,2020-01-20 16:08:00-08:00
1,c23utydhg490,47.2338,-121.0335,2020-01-21 00:00:00-08:00,0.95,30.72,0.88,396.3,2.65,0.024,0.73,1010.6,1,3.659,156,27.28,4.79,37.43,2020-01-21 14:11:00-08:00,24.61,2020-01-22 05:18:00-08:00,37.43,2020-01-21 14:11:00-08:00,25.33,2020-01-21 06:48:00-08:00,0.91,0.0884,2020-01-21 18:59:00-08:00,2020-01-21 07:43:00-08:00,2020-01-21 16:50:00-08:00,39.96,2020-01-21 14:22:00-08:00,29.66,2020-01-22 07:22:00-08:00,39.96,2020-01-21 14:22:00-08:00,30.22,2020-01-21 08:37:00-08:00,2020-01-22 00:00:00-08:00
2,c23utydhg490,47.2338,-121.0335,2020-01-22 00:00:00-08:00,0.87,31.38,0.9,368.5,0.0,0.029,0.77,1018.2,1,3.074,200,29.82,4.8,34.59,2020-01-22 11:04:00-08:00,32.6,2020-01-22 20:50:00-08:00,34.88,2020-01-22 22:20:00-08:00,24.61,2020-01-22 05:18:00-08:00,0.94,0.0786,2020-01-22 18:30:00-08:00,2020-01-22 07:42:00-08:00,2020-01-22 16:52:00-08:00,38.18,2020-01-22 13:08:00-08:00,33.09,2020-01-23 01:11:00-08:00,38.18,2020-01-22 13:08:00-08:00,29.66,2020-01-22 07:22:00-08:00,2020-01-22 02:07:00-08:00
3,c23utydhg490,47.2338,-121.0335,2020-01-23 00:00:00-08:00,1.0,36.42,0.99,364.4,0.0,0.0269,0.91,1017.4,1,0.246,124,18.1,2.95,39.05,2020-01-23 16:58:00-08:00,29.08,2020-01-24 06:01:00-08:00,39.05,2020-01-23 16:58:00-08:00,33.58,2020-01-23 01:11:00-08:00,0.98,0.0491,2020-01-23 09:52:00-08:00,2020-01-23 07:41:00-08:00,2020-01-23 16:53:00-08:00,40.88,2020-01-23 13:23:00-08:00,28.59,2020-01-24 06:01:00-08:00,40.88,2020-01-23 13:23:00-08:00,33.09,2020-01-23 01:11:00-08:00,2020-01-23 13:19:00-08:00
4,c23utydhg490,47.2338,-121.0335,2020-01-24 00:00:00-08:00,1.0,34.99,0.98,379.3,0.0,0.0077,0.93,1015.5,1,0.201,51,4.15,1.41,40.34,2020-01-24 14:06:00-08:00,32.19,2020-01-25 05:22:00-08:00,40.34,2020-01-24 14:06:00-08:00,29.08,2020-01-24 06:01:00-08:00,0.01,0.0299,2020-01-24 00:55:00-08:00,2020-01-24 07:40:00-08:00,2020-01-24 16:55:00-08:00,40.84,2020-01-24 14:06:00-08:00,31.7,2020-01-25 05:22:00-08:00,40.84,2020-01-24 14:06:00-08:00,28.59,2020-01-24 06:01:00-08:00,2020-01-25 00:00:00-08:00
5,c23utydhg490,47.2338,-121.0335,2020-01-25 00:00:00-08:00,0.99,35.48,0.99,357.9,0.0,0.0179,0.84,1012.5,1,0.19,66,12.18,2.41,39.24,2020-01-25 16:03:00-08:00,23.43,2020-01-26 06:58:00-08:00,39.24,2020-01-25 16:03:00-08:00,32.19,2020-01-25 05:22:00-08:00,0.04,0.0517,2020-01-25 06:59:00-08:00,2020-01-25 07:39:00-08:00,2020-01-25 16:56:00-08:00,39.74,2020-01-25 16:03:00-08:00,27.01,2020-01-26 07:00:00-08:00,39.74,2020-01-25 16:03:00-08:00,31.7,2020-01-25 05:22:00-08:00,2020-01-25 12:55:00-08:00
6,c23utydhg490,47.2338,-121.0335,2020-01-26 00:00:00-08:00,0.82,32.24,0.97,367.4,0.28,0.0014,0.17,1017.4,1,7.684,349,11.71,3.56,35.65,2020-01-26 13:07:00-08:00,26.23,2020-01-27 01:01:00-08:00,35.65,2020-01-26 13:07:00-08:00,23.43,2020-01-26 06:58:00-08:00,0.07,0.0119,2020-01-26 22:59:00-08:00,2020-01-26 07:38:00-08:00,2020-01-26 16:58:00-08:00,38.99,2020-01-26 14:02:00-08:00,28.43,2020-01-27 05:39:00-08:00,38.99,2020-01-26 14:02:00-08:00,27.01,2020-01-26 07:00:00-08:00,2020-01-26 15:44:00-08:00
7,c23utydhg490,47.2338,-121.0335,2020-01-27 00:00:00-08:00,0.74,33.13,1.0,365.9,0.97,0.0098,0.76,1020.9,1,6.728,87,24.38,2.68,36.82,2020-01-27 13:11:00-08:00,28.38,2020-01-28 06:59:00-08:00,36.82,2020-01-27 13:11:00-08:00,26.23,2020-01-27 01:01:00-08:00,0.1,0.0454,2020-01-27 16:00:00-08:00,2020-01-27 07:37:00-08:00,2020-01-27 16:59:00-08:00,37.52,2020-01-27 17:10:00-08:00,27.89,2020-01-28 06:59:00-08:00,37.52,2020-01-27 17:10:00-08:00,28.43,2020-01-27 05:39:00-08:00,2020-01-27 19:04:00-08:00
0,c2e6593566qy,48.1715,-119.0244,2020-01-20 00:00:00-08:00,0.89,29.61,0.9,330.5,0.0,0.0006,0.25,1019.1,1,9.214,52,7.12,3.83,38.18,2020-01-20 13:51:00-08:00,25.17,2020-01-21 00:43:00-08:00,38.18,2020-01-20 13:51:00-08:00,24.32,2020-01-20 01:20:00-08:00,0.88,0.0033,2020-01-20 06:00:00-08:00,2020-01-20 07:39:00-08:00,2020-01-20 16:37:00-08:00,38.63,2020-01-20 14:07:00-08:00,29.58,2020-01-21 00:52:00-08:00,38.63,2020-01-20 14:07:00-08:00,28.7,2020-01-20 07:04:00-08:00,2020-01-20 01:06:00-08:00
1,c2e6593566qy,48.1715,-119.0244,2020-01-21 00:00:00-08:00,0.97,29.89,0.93,396.9,2.56,0.0182,0.8,1011.7,1,3.745,132,12.57,5.38,28.66,2020-01-21 09:59:00-08:00,24.12,2020-01-22 06:48:00-08:00,28.66,2020-01-21 09:59:00-08:00,25.02,2020-01-22 00:00:00-08:00,0.91,0.0637,2020-01-21 10:43:00-08:00,2020-01-21 07:38:00-08:00,2020-01-21 16:39:00-08:00,33.7,2020-01-21 10:03:00-08:00,28.66,2020-01-22 07:34:00-08:00,33.7,2020-01-21 10:03:00-08:00,29.58,2020-01-21 00:52:00-08:00,2020-01-21 12:41:00-08:00
2,c2e6593566qy,48.1715,-119.0244,2020-01-22 00:00:00-08:00,0.9,30.37,0.96,386.8,1.32,0.0091,0.63,1019.2,1,5.287,131,12.96,4.42,28.84,2020-01-22 19:00:00-08:00,28.84,2020-01-22 19:00:00-08:00,29.59,2020-01-23 00:00:00-08:00,24.12,2020-01-22 06:48:00-08:00,0.94,0.0246,2020-01-22 19:41:00-08:00,2020-01-22 07:37:00-08:00,2020-01-22 16:40:00-08:00,33.49,2020-01-22 19:00:00-08:00,32.5,2020-01-22 19:00:00-08:00,34.32,2020-01-23 00:00:00-08:00,28.66,2020-01-22 07:34:00-08:00,2020-01-22 01:01:00-08:00
