,geohash,latitude,longitude,time,icon,precipType,summary
0,dp8q6t367xv9,43.3154,-89.5367,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp8q6t367xv9,43.3154,-89.5367,2020-01-21 00:00:00-06:00,wind,snow,Windy overnight.
2,dp8q6t367xv9,43.3154,-89.5367,2020-01-22 00:00:00-06:00,snow,snow,Foggy overnight.
3,dp8q6t367xv9,43.3154,-89.5367,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dp8q6t367xv9,43.3154,-89.5367,2020-01-24 00:00:00-06:00,snow,snow,Possible drizzle in the morning.
5,dp8q6t367xv9,43.3154,-89.5367,2020-01-25 00:00:00-06:00,snow,snow,"Foggy until morning, starting again in the evening."
6,dp8q6t367xv9,43.3154,-89.5367,2020-01-26 00:00:00-06:00,fog,snow,Mostly cloudy throughout the day.
7,dp8q6t367xv9,43.3154,-89.5367,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the afternoon and evening.
0,9zzh3m6syssw,44.3705,-91.3476,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,9zzh3m6syssw,44.3705,-91.3476,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,9zzh3m6syssw,44.3705,-91.3476,2020-01-22 00:00:00-06:00,snow,snow,Possible light snow until evening.
3,9zzh3m6syssw,44.3705,-91.3476,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,9zzh3m6syssw,44.3705,-91.3476,2020-01-24 00:00:00-06:00,rain,rain,Foggy throughout the day.
5,9zzh3m6syssw,44.3705,-91.3476,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the afternoon.
6,9zzh3m6syssw,44.3705,-91.3476,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,9zzh3m6syssw,44.3705,-91.3476,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dp8pm5w1e07w,43.4814,-89.7719,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp8pm5w1e07w,43.4814,-89.7719,2020-01-21 00:00:00-06:00,wind,snow,Windy overnight.
2,dp8pm5w1e07w,43.4814,-89.7719,2020-01-22 00:00:00-06:00,snow,snow,Possible light snow in the evening.
3,dp8pm5w1e07w,43.4814,-89.7719,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries in the evening.
4,dp8pm5w1e07w,43.4814,-89.7719,2020-01-24 00:00:00-06:00,rain,rain,Possible drizzle in the morning.
5,dp8pm5w1e07w,43.4814,-89.7719,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dp8pm5w1e07w,43.4814,-89.7719,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp8pm5w1e07w,43.4814,-89.7719,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the afternoon and evening.
0,dpc052nkmey3,43.5945,-88.4421,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dpc052nkmey3,43.5945,-88.4421,2020-01-21 00:00:00-06:00,clear-day,snow,Windy overnight.
2,dpc052nkmey3,43.5945,-88.4421,2020-01-22 00:00:00-06:00,wind,snow,Foggy overnight.
3,dpc052nkmey3,43.5945,-88.4421,2020-01-23 00:00:00-06:00,snow,snow,"Foggy until afternoon, starting again overnight."
4,dpc052nkmey3,43.5945,-88.4421,2020-01-24 00:00:00-06:00,rain,rain,Foggy throughout the day.
5,dpc052nkmey3,43.5945,-88.4421,2020-01-25 00:00:00-06:00,snow,snow,"Foggy until afternoon, starting again overnight."
6,dpc052nkmey3,43.5945,-88.4421,2020-01-26 00:00:00-06:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
7,dpc052nkmey3,43.5945,-88.4421,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
0,dpc045zbbkh4,43.6145,-88.4952,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dpc045zbbkh4,43.6145,-88.4952,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpc045zbbkh4,43.6145,-88.4952,2020-01-22 00:00:00-06:00,cloudy,snow,Foggy overnight.
3,dpc045zbbkh4,43.6145,-88.4952,2020-01-23 00:00:00-06:00,snow,snow,"Foggy until afternoon, starting again overnight."
4,dpc045zbbkh4,43.6145,-88.4952,2020-01-24 00:00:00-06:00,rain,rain,Foggy throughout the day.
5,dpc045zbbkh4,43.6145,-88.4952,2020-01-25 00:00:00-06:00,snow,snow,Foggy throughout the day.
6,dpc045zbbkh4,43.6145,-88.4952,2020-01-26 00:00:00-06:00,fog,snow,Mostly cloudy throughout the day.
7,dpc045zbbkh4,43.6145,-88.4952,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
0,cbnbw4f040w4,45.103,-91.4913,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,cbnbw4f040w4,45.103,-91.4913,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,cbnbw4f040w4,45.103,-91.4913,2020-01-22 00:00:00-06:00,snow,snow,Possible light snow in the afternoon and evening.
3,cbnbw4f040w4,45.103,-91.4913,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,cbnbw4f040w4,45.103,-91.4913,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,cbnbw4f040w4,45.103,-91.4913,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,cbnbw4f040w4,45.103,-91.4913,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,cbnbw4f040w4,45.103,-91.4913,2020-01-27 00:00:00-06:00,fog,snow,Foggy starting in the afternoon.
0,f00fqxcpsw15,45.4394,-88.6581,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,f00fqxcpsw15,45.4394,-88.6581,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,f00fqxcpsw15,45.4394,-88.6581,2020-01-22 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
3,f00fqxcpsw15,45.4394,-88.6581,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,f00fqxcpsw15,45.4394,-88.6581,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,f00fqxcpsw15,45.4394,-88.6581,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,f00fqxcpsw15,45.4394,-88.6581,2020-01-26 00:00:00-06:00,cloudy,snow,Foggy overnight.
7,f00fqxcpsw15,45.4394,-88.6581,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dp8gsy3bgby5,42.8372,-88.734,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp8gsy3bgby5,42.8372,-88.734,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp8gsy3bgby5,42.8372,-88.734,2020-01-22 00:00:00-06:00,cloudy,snow,Foggy overnight.
3,dp8gsy3bgby5,42.8372,-88.734,2020-01-23 00:00:00-06:00,snow,snow,Overcast throughout the day.
4,dp8gsy3bgby5,42.8372,-88.734,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,dp8gsy3bgby5,42.8372,-88.734,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dp8gsy3bgby5,42.8372,-88.734,2020-01-26 00:00:00-06:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
7,dp8gsy3bgby5,42.8372,-88.734,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
0,dpc7ntewbye1,44.1525,-87.9517,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dpc7ntewbye1,44.1525,-87.9517,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpc7ntewbye1,44.1525,-87.9517,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dpc7ntewbye1,44.1525,-87.9517,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries in the morning.
4,dpc7ntewbye1,44.1525,-87.9517,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,dpc7ntewbye1,44.1525,-87.9517,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dpc7ntewbye1,44.1525,-87.9517,2020-01-26 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
7,dpc7ntewbye1,44.1525,-87.9517,2020-01-27 00:00:00-06:00,fog,snow,Foggy starting in the afternoon.
0,dpbsb73vqwsc,44.4475,-89.2832,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dpbsb73vqwsc,44.4475,-89.2832,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpbsb73vqwsc,44.4475,-89.2832,2020-01-22 00:00:00-06:00,snow,snow,Foggy in the evening and overnight.
3,dpbsb73vqwsc,44.4475,-89.2832,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dpbsb73vqwsc,44.4475,-89.2832,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,dpbsb73vqwsc,44.4475,-89.2832,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning and afternoon.
6,dpbsb73vqwsc,44.4475,-89.2832,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dpbsb73vqwsc,44.4475,-89.2832,2020-01-27 00:00:00-06:00,fog,snow,Foggy until evening.
0,dp8kzjtrszkc,43.054,-89.3334,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp8kzjtrszkc,43.054,-89.3334,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp8kzjtrszkc,43.054,-89.3334,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dp8kzjtrszkc,43.054,-89.3334,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dp8kzjtrszkc,43.054,-89.3334,2020-01-24 00:00:00-06:00,snow,snow,Possible light snow in the morning and overnight.
5,dp8kzjtrszkc,43.054,-89.3334,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning and overnight.
6,dp8kzjtrszkc,43.054,-89.3334,2020-01-26 00:00:00-06:00,fog,snow,Mostly cloudy throughout the day.
7,dp8kzjtrszkc,43.054,-89.3334,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the afternoon and evening.
0,9zyphq8vp51x,44.8608,-92.6244,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,9zyphq8vp51x,44.8608,-92.6244,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,9zyphq8vp51x,44.8608,-92.6244,2020-01-22 00:00:00-06:00,snow,snow,Possible light snow in the morning and afternoon.
3,9zyphq8vp51x,44.8608,-92.6244,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries overnight.
4,9zyphq8vp51x,44.8608,-92.6244,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,9zyphq8vp51x,44.8608,-92.6244,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,9zyphq8vp51x,44.8608,-92.6244,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,9zyphq8vp51x,44.8608,-92.6244,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dp8fx05yemu3,42.6281,-88.6324,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dp8fx05yemu3,42.6281,-88.6324,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp8fx05yemu3,42.6281,-88.6324,2020-01-22 00:00:00-06:00,cloudy,snow,Foggy overnight.
3,dp8fx05yemu3,42.6281,-88.6324,2020-01-23 00:00:00-06:00,snow,snow,Overcast throughout the day.
4,dp8fx05yemu3,42.6281,-88.6324,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,dp8fx05yemu3,42.6281,-88.6324,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,dp8fx05yemu3,42.6281,-88.6324,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp8fx05yemu3,42.6281,-88.6324,2020-01-27 00:00:00-06:00,cloudy,snow,Foggy overnight.
0,dp9km2rn1kvv,42.937,-88.0018,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dp9km2rn1kvv,42.937,-88.0018,2020-01-21 00:00:00-06:00,clear-day,snow,Clear throughout the day.
2,dp9km2rn1kvv,42.937,-88.0018,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dp9km2rn1kvv,42.937,-88.0018,2020-01-23 00:00:00-06:00,snow,snow,Foggy overnight.
4,dp9km2rn1kvv,42.937,-88.0018,2020-01-24 00:00:00-06:00,rain,rain,Possible flurries in the morning and overnight.
5,dp9km2rn1kvv,42.937,-88.0018,2020-01-25 00:00:00-06:00,snow,snow,Possible flurries in the morning.
6,dp9km2rn1kvv,42.937,-88.0018,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp9km2rn1kvv,42.937,-88.0018,2020-01-27 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
0,cbphd3jn25kv,45.7976,-91.3005,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,cbphd3jn25kv,45.7976,-91.3005,2020-01-21 00:00:00-06:00,wind,snow,Windy and foggy overnight.
2,cbphd3jn25kv,45.7976,-91.3005,2020-01-22 00:00:00-06:00,snow,snow,Foggy throughout the day.
3,cbphd3jn25kv,45.7976,-91.3005,2020-01-23 00:00:00-06:00,fog,snow,Foggy throughout the day.
4,cbphd3jn25kv,45.7976,-91.3005,2020-01-24 00:00:00-06:00,snow,snow,"Foggy until afternoon, starting again overnight."
5,cbphd3jn25kv,45.7976,-91.3005,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,cbphd3jn25kv,45.7976,-91.3005,2020-01-26 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
7,cbphd3jn25kv,45.7976,-91.3005,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dpbdpus4pheu,43.9704,-88.9505,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dpbdpus4pheu,43.9704,-88.9505,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpbdpus4pheu,43.9704,-88.9505,2020-01-22 00:00:00-06:00,snow,snow,Foggy overnight.
3,dpbdpus4pheu,43.9704,-88.9505,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dpbdpus4pheu,43.9704,-88.9505,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,dpbdpus4pheu,43.9704,-88.9505,2020-01-25 00:00:00-06:00,snow,snow,Foggy throughout the day.
6,dpbdpus4pheu,43.9704,-88.9505,2020-01-26 00:00:00-06:00,fog,snow,Foggy in the morning and overnight.
7,dpbdpus4pheu,43.9704,-88.9505,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-20 00:00:00-06:00,fog,snow,Clear throughout the day.
1,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-22 00:00:00-06:00,fog,snow,Foggy starting in the afternoon.
3,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-23 00:00:00-06:00,fog,snow,Foggy throughout the day.
4,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-24 00:00:00-06:00,snow,snow,Foggy in the morning and afternoon.
5,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-25 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
6,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-26 00:00:00-06:00,fog,snow,Foggy in the morning.
7,cbnh6yjz7sfu,45.7813,-92.6836,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-22 00:00:00-06:00,cloudy,snow,Foggy overnight.
3,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-24 00:00:00-06:00,rain,rain,Foggy throughout the day.
5,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-25 00:00:00-06:00,snow,snow,"Foggy until afternoon, starting again overnight."
6,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-26 00:00:00-06:00,fog,snow,Mostly cloudy throughout the day.
7,dp8zt2h7wpkj,43.5065,-88.7085,2020-01-27 00:00:00-06:00,fog,snow,Foggy starting in the afternoon.
0,f0119y9xh7fs,45.3006,-88.5146,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,f0119y9xh7fs,45.3006,-88.5146,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,f0119y9xh7fs,45.3006,-88.5146,2020-01-22 00:00:00-06:00,fog,snow,Foggy overnight.
3,f0119y9xh7fs,45.3006,-88.5146,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,f0119y9xh7fs,45.3006,-88.5146,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,f0119y9xh7fs,45.3006,-88.5146,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,f0119y9xh7fs,45.3006,-88.5146,2020-01-26 00:00:00-06:00,cloudy,snow,Foggy overnight.
7,f0119y9xh7fs,45.3006,-88.5146,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dpbrb0czxz14,44.9615,-89.6457,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dpbrb0czxz14,44.9615,-89.6457,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpbrb0czxz14,44.9615,-89.6457,2020-01-22 00:00:00-06:00,snow,snow,Foggy throughout the day.
3,dpbrb0czxz14,44.9615,-89.6457,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,dpbrb0czxz14,44.9615,-89.6457,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,dpbrb0czxz14,44.9615,-89.6457,2020-01-25 00:00:00-06:00,fog,snow,Mostly cloudy throughout the day.
6,dpbrb0czxz14,44.9615,-89.6457,2020-01-26 00:00:00-06:00,fog,snow,Foggy overnight.
7,dpbrb0czxz14,44.9615,-89.6457,2020-01-27 00:00:00-06:00,fog,snow,"Foggy until afternoon, starting again overnight."
0,9zxsn1spnn3b,42.9001,-90.4337,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
1,9zxsn1spnn3b,42.9001,-90.4337,2020-01-21 00:00:00-06:00,wind,snow,Windy in the evening and overnight.
2,9zxsn1spnn3b,42.9001,-90.4337,2020-01-22 00:00:00-06:00,snow,snow,Possible flurries in the evening.
3,9zxsn1spnn3b,42.9001,-90.4337,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries in the evening.
4,9zxsn1spnn3b,42.9001,-90.4337,2020-01-24 00:00:00-06:00,rain,rain,Possible drizzle in the morning.
5,9zxsn1spnn3b,42.9001,-90.4337,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,9zxsn1spnn3b,42.9001,-90.4337,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,9zxsn1spnn3b,42.9001,-90.4337,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,9zzb276fncx7,43.6559,-90.3365,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,9zzb276fncx7,43.6559,-90.3365,2020-01-21 00:00:00-06:00,wind,snow,Windy in the evening and overnight.
2,9zzb276fncx7,43.6559,-90.3365,2020-01-22 00:00:00-06:00,snow,snow,Possible light snow in the evening.
3,9zzb276fncx7,43.6559,-90.3365,2020-01-23 00:00:00-06:00,snow,snow,Foggy throughout the day.
4,9zzb276fncx7,43.6559,-90.3365,2020-01-24 00:00:00-06:00,snow,snow,Possible drizzle in the morning.
5,9zzb276fncx7,43.6559,-90.3365,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,9zzb276fncx7,43.6559,-90.3365,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,9zzb276fncx7,43.6559,-90.3365,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the afternoon and evening.
0,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Foggy overnight.
2,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-22 00:00:00-06:00,snow,snow,Foggy throughout the day.
3,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-23 00:00:00-06:00,fog,snow,Foggy throughout the day.
4,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning and overnight.
6,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-26 00:00:00-06:00,fog,snow,Foggy overnight.
7,cbp5g9rhzxhv,45.6669,-91.2425,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dpce1kms2vwp,44.1452,-87.8281,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dpce1kms2vwp,44.1452,-87.8281,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpce1kms2vwp,44.1452,-87.8281,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dpce1kms2vwp,44.1452,-87.8281,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries in the morning.
4,dpce1kms2vwp,44.1452,-87.8281,2020-01-24 00:00:00-06:00,snow,snow,Foggy throughout the day.
5,dpce1kms2vwp,44.1452,-87.8281,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dpce1kms2vwp,44.1452,-87.8281,2020-01-26 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
7,dpce1kms2vwp,44.1452,-87.8281,2020-01-27 00:00:00-06:00,fog,snow,Foggy in the evening and overnight.
0,dp95kkxp98g9,42.7848,-88.3973,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dp95kkxp98g9,42.7848,-88.3973,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp95kkxp98g9,42.7848,-88.3973,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dp95kkxp98g9,42.7848,-88.3973,2020-01-23 00:00:00-06:00,snow,snow,Foggy overnight.
4,dp95kkxp98g9,42.7848,-88.3973,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,dp95kkxp98g9,42.7848,-88.3973,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dp95kkxp98g9,42.7848,-88.3973,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp95kkxp98g9,42.7848,-88.3973,2020-01-27 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
0,dpcx2kr9enp9,44.8918,-87.8692,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dpcx2kr9enp9,44.8918,-87.8692,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dpcx2kr9enp9,44.8918,-87.8692,2020-01-22 00:00:00-06:00,snow,snow,Foggy overnight.
3,dpcx2kr9enp9,44.8918,-87.8692,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries overnight.
4,dpcx2kr9enp9,44.8918,-87.8692,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,dpcx2kr9enp9,44.8918,-87.8692,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dpcx2kr9enp9,44.8918,-87.8692,2020-01-26 00:00:00-06:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
7,dpcx2kr9enp9,44.8918,-87.8692,2020-01-27 00:00:00-06:00,fog,snow,Foggy throughout the day.
0,dp94c20c4j9f,42.6711,-88.5377,2020-01-20 00:00:00-06:00,clear-day,snow,Clear throughout the day.
1,dp94c20c4j9f,42.6711,-88.5377,2020-01-21 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
2,dp94c20c4j9f,42.6711,-88.5377,2020-01-22 00:00:00-06:00,cloudy,snow,Foggy overnight.
3,dp94c20c4j9f,42.6711,-88.5377,2020-01-23 00:00:00-06:00,snow,snow,Foggy overnight.
4,dp94c20c4j9f,42.6711,-88.5377,2020-01-24 00:00:00-06:00,snow,snow,Possible flurries in the morning.
5,dp94c20c4j9f,42.6711,-88.5377,2020-01-25 00:00:00-06:00,fog,snow,Foggy in the morning.
6,dp94c20c4j9f,42.6711,-88.5377,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp94c20c4j9f,42.6711,-88.5377,2020-01-27 00:00:00-06:00,cloudy,snow,Foggy overnight.
0,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Partly cloudy throughout the day.
1,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-21 00:00:00-06:00,clear-day,snow,Clear throughout the day.
2,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-22 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
3,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-23 00:00:00-06:00,snow,snow,Foggy in the morning and overnight.
4,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-24 00:00:00-06:00,rain,rain,Possible flurries in the morning.
5,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-25 00:00:00-06:00,snow,snow,Foggy in the morning.
6,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-26 00:00:00-06:00,cloudy,snow,Overcast throughout the day.
7,dp9jhkfrs6xd,43.0938,-88.4037,2020-01-27 00:00:00-06:00,cloudy,snow,Foggy overnight.
0,9zxewzps4jn2,42.8419,-90.3961,2020-01-20 00:00:00-06:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
1,9zxewzps4jn2,42.8419,-90.3961,2020-01-21 00:00:00-06:00,wind,snow,Windy in the evening and overnight.
2,9zxewzps4jn2,42.8419,-90.3961,2020-01-22 00:00:00-06:00,snow,snow,Possible flurries in the evening.
3,9zxewzps4jn2,42.8419,-90.3961,2020-01-23 00:00:00-06:00,snow,snow,Possible flurries in the evening.
