,geohash,latitude,longitude,time,icon,precipType,summary
2,c22y8xhv27kq,47.5882,-122.6668,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22y8xhv27kq,47.5882,-122.6668,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c22y8xhv27kq,47.5882,-122.6668,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22y8xhv27kq,47.5882,-122.6668,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c22y8xhv27kq,47.5882,-122.6668,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22y8xhv27kq,47.5882,-122.6668,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c25qudq9kb6w,46.1991,-118.9728,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c25qudq9kb6w,46.1991,-118.9728,2020-01-21 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
2,c25qudq9kb6w,46.1991,-118.9728,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c25qudq9kb6w,46.1991,-118.9728,2020-01-23 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
4,c25qudq9kb6w,46.1991,-118.9728,2020-01-24 00:00:00-08:00,rain,rain,Possible drizzle in the morning and overnight.
5,c25qudq9kb6w,46.1991,-118.9728,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c25qudq9kb6w,46.1991,-118.9728,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c25qudq9kb6w,46.1991,-118.9728,2020-01-27 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
0,c23j33t2kfgw,47.3374,-122.2814,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c23j33t2kfgw,47.3374,-122.2814,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23j33t2kfgw,47.3374,-122.2814,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23j33t2kfgw,47.3374,-122.2814,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c23j33t2kfgw,47.3374,-122.2814,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23j33t2kfgw,47.3374,-122.2814,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c23j33t2kfgw,47.3374,-122.2814,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23j33t2kfgw,47.3374,-122.2814,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c29386pc7tjf,48.0874,-121.9704,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c29386pc7tjf,48.0874,-121.9704,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c29386pc7tjf,48.0874,-121.9704,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c29386pc7tjf,48.0874,-121.9704,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c29386pc7tjf,48.0874,-121.9704,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c29386pc7tjf,48.0874,-121.9704,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c29386pc7tjf,48.0874,-121.9704,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
7,c29386pc7tjf,48.0874,-121.9704,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c20gqj2c00pb,45.6003,-122.4306,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Light rain overnight.
1,c20gqj2c00pb,45.6003,-122.4306,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c20gqj2c00pb,45.6003,-122.4306,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c20gqj2c00pb,45.6003,-122.4306,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c20gqj2c00pb,45.6003,-122.4306,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20gqj2c00pb,45.6003,-122.4306,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20gqj2c00pb,45.6003,-122.4306,2020-01-26 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
7,c20gqj2c00pb,45.6003,-122.4306,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c22mm2phhfjy,47.3298,-123.1579,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c22mm2phhfjy,47.3298,-123.1579,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c22mm2phhfjy,47.3298,-123.1579,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c22mm2phhfjy,47.3298,-123.1579,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c22mm2phhfjy,47.3298,-123.1579,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c22mm2phhfjy,47.3298,-123.1579,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c22mm2phhfjy,47.3298,-123.1579,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c22mm2phhfjy,47.3298,-123.1579,2020-01-27 00:00:00-08:00,rain,rain,Rain throughout the day.
0,c2sdfyewfybw,48.3328,-117.2961,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2sdfyewfybw,48.3328,-117.2961,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2sdfyewfybw,48.3328,-117.2961,2020-01-22 00:00:00-08:00,snow,snow,Possible light snow in the evening and overnight.
3,c2sdfyewfybw,48.3328,-117.2961,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2sdfyewfybw,48.3328,-117.2961,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2sdfyewfybw,48.3328,-117.2961,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2sdfyewfybw,48.3328,-117.2961,2020-01-26 00:00:00-08:00,rain,rain,Foggy until evening.
7,c2sdfyewfybw,48.3328,-117.2961,2020-01-27 00:00:00-08:00,snow,snow,Possible light snow until evening.
0,c2ks9p0eruxc,47.2363,-117.3769,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2ks9p0eruxc,47.2363,-117.3769,2020-01-21 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
2,c2ks9p0eruxc,47.2363,-117.3769,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
3,c2ks9p0eruxc,47.2363,-117.3769,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2ks9p0eruxc,47.2363,-117.3769,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning.
5,c2ks9p0eruxc,47.2363,-117.3769,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2ks9p0eruxc,47.2363,-117.3769,2020-01-26 00:00:00-08:00,rain,rain,Overcast throughout the day.
7,c2ks9p0eruxc,47.2363,-117.3769,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
0,c22swjnv8u8c,47.2257,-122.7739,2020-01-20 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
1,c22swjnv8u8c,47.2257,-122.7739,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22swjnv8u8c,47.2257,-122.7739,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22swjnv8u8c,47.2257,-122.7739,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22swjnv8u8c,47.2257,-122.7739,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22swjnv8u8c,47.2257,-122.7739,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22swjnv8u8c,47.2257,-122.7739,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22swjnv8u8c,47.2257,-122.7739,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c24x8uyqj7ms,46.3455,-120.1926,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c24x8uyqj7ms,46.3455,-120.1926,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning.
2,c24x8uyqj7ms,46.3455,-120.1926,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c24x8uyqj7ms,46.3455,-120.1926,2020-01-23 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
4,c24x8uyqj7ms,46.3455,-120.1926,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain overnight.
5,c24x8uyqj7ms,46.3455,-120.1926,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning.
6,c24x8uyqj7ms,46.3455,-120.1926,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c24x8uyqj7ms,46.3455,-120.1926,2020-01-27 00:00:00-08:00,rain,rain,Possible drizzle in the afternoon.
0,c22u44rfhhj7,47.1221,-122.5966,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle in the evening and overnight.
1,c22u44rfhhj7,47.1221,-122.5966,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22u44rfhhj7,47.1221,-122.5966,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22u44rfhhj7,47.1221,-122.5966,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22u44rfhhj7,47.1221,-122.5966,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22u44rfhhj7,47.1221,-122.5966,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22u44rfhhj7,47.1221,-122.5966,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c22u44rfhhj7,47.1221,-122.5966,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2609qzpmywq,46.5325,-120.8727,2020-01-20 00:00:00-08:00,cloudy,snow,Foggy overnight.
1,c2609qzpmywq,46.5325,-120.8727,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
2,c2609qzpmywq,46.5325,-120.8727,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2609qzpmywq,46.5325,-120.8727,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2609qzpmywq,46.5325,-120.8727,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2609qzpmywq,46.5325,-120.8727,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c2609qzpmywq,46.5325,-120.8727,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c2609qzpmywq,46.5325,-120.8727,2020-01-27 00:00:00-08:00,rain,rain,Light rain in the afternoon and evening.
0,c23n1de8z84t,47.4748,-122.2727,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c23n1de8z84t,47.4748,-122.2727,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23n1de8z84t,47.4748,-122.2727,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23n1de8z84t,47.4748,-122.2727,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c23n1de8z84t,47.4748,-122.2727,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23n1de8z84t,47.4748,-122.2727,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c23n1de8z84t,47.4748,-122.2727,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23n1de8z84t,47.4748,-122.2727,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c20qb76zhh4h,46.2056,-123.3835,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c20qb76zhh4h,46.2056,-123.3835,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c20qb76zhh4h,46.2056,-123.3835,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c20qb76zhh4h,46.2056,-123.3835,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c20qb76zhh4h,46.2056,-123.3835,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20qb76zhh4h,46.2056,-123.3835,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20qb76zhh4h,46.2056,-123.3835,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c20qb76zhh4h,46.2056,-123.3835,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c26mvg53umhw,47.4338,-120.3286,2020-01-20 00:00:00-08:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
1,c26mvg53umhw,47.4338,-120.3286,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning.
2,c26mvg53umhw,47.4338,-120.3286,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c26mvg53umhw,47.4338,-120.3286,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c26mvg53umhw,47.4338,-120.3286,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain overnight.
5,c26mvg53umhw,47.4338,-120.3286,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c26mvg53umhw,47.4338,-120.3286,2020-01-26 00:00:00-08:00,fog,rain,Foggy in the afternoon.
7,c26mvg53umhw,47.4338,-120.3286,2020-01-27 00:00:00-08:00,rain,rain,Possible drizzle in the evening.
0,c288xcu0sccq,47.9101,-122.7006,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c288xcu0sccq,47.9101,-122.7006,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c288xcu0sccq,47.9101,-122.7006,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c288xcu0sccq,47.9101,-122.7006,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c288xcu0sccq,47.9101,-122.7006,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c288xcu0sccq,47.9101,-122.7006,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c288xcu0sccq,47.9101,-122.7006,2020-01-26 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
7,c288xcu0sccq,47.9101,-122.7006,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c20x5pwb1w59,46.2717,-122.9057,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c20x5pwb1w59,46.2717,-122.9057,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c20x5pwb1w59,46.2717,-122.9057,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c20x5pwb1w59,46.2717,-122.9057,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c20x5pwb1w59,46.2717,-122.9057,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20x5pwb1w59,46.2717,-122.9057,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20x5pwb1w59,46.2717,-122.9057,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
7,c20x5pwb1w59,46.2717,-122.9057,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c29q1k5wekrr,48.8903,-121.9323,2020-01-20 00:00:00-08:00,rain,rain,Drizzle in the morning and afternoon.
1,c29q1k5wekrr,48.8903,-121.9323,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c29q1k5wekrr,48.8903,-121.9323,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c29q1k5wekrr,48.8903,-121.9323,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c29q1k5wekrr,48.8903,-121.9323,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c29q1k5wekrr,48.8903,-121.9323,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c29q1k5wekrr,48.8903,-121.9323,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning.
7,c29q1k5wekrr,48.8903,-121.9323,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2981ctftjz1,47.8212,-121.5556,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c2981ctftjz1,47.8212,-121.5556,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c2981ctftjz1,47.8212,-121.5556,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c2981ctftjz1,47.8212,-121.5556,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c2981ctftjz1,47.8212,-121.5556,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c2981ctftjz1,47.8212,-121.5556,2020-01-25 00:00:00-08:00,rain,rain,Rain throughout the day.
6,c2981ctftjz1,47.8212,-121.5556,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c2981ctftjz1,47.8212,-121.5556,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2esf0j93usd,48.6477,-118.7326,2020-01-20 00:00:00-08:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
1,c2esf0j93usd,48.6477,-118.7326,2020-01-21 00:00:00-08:00,snow,snow,Possible light snow in the morning and afternoon.
2,c2esf0j93usd,48.6477,-118.7326,2020-01-22 00:00:00-08:00,snow,snow,Possible light snow in the evening.
3,c2esf0j93usd,48.6477,-118.7326,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2esf0j93usd,48.6477,-118.7326,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
5,c2esf0j93usd,48.6477,-118.7326,2020-01-25 00:00:00-08:00,rain,rain,Possible light rain until evening.
6,c2esf0j93usd,48.6477,-118.7326,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
7,c2esf0j93usd,48.6477,-118.7326,2020-01-27 00:00:00-08:00,snow,snow,Foggy until evening.
0,c23nu23qwnyp,47.5953,-122.155,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c23nu23qwnyp,47.5953,-122.155,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23nu23qwnyp,47.5953,-122.155,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23nu23qwnyp,47.5953,-122.155,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c23nu23qwnyp,47.5953,-122.155,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23nu23qwnyp,47.5953,-122.155,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c23nu23qwnyp,47.5953,-122.155,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23nu23qwnyp,47.5953,-122.155,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2etsgtqy7mj,48.7997,-118.6119,2020-01-20 00:00:00-08:00,partly-cloudy-day,snow,Mostly cloudy throughout the day.
1,c2etsgtqy7mj,48.7997,-118.6119,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
2,c2etsgtqy7mj,48.7997,-118.6119,2020-01-22 00:00:00-08:00,snow,snow,Foggy in the evening and overnight.
3,c2etsgtqy7mj,48.7997,-118.6119,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2etsgtqy7mj,48.7997,-118.6119,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning and overnight.
5,c2etsgtqy7mj,48.7997,-118.6119,2020-01-25 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
6,c2etsgtqy7mj,48.7997,-118.6119,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
7,c2etsgtqy7mj,48.7997,-118.6119,2020-01-27 00:00:00-08:00,snow,snow,Foggy until evening.
0,c22srbccs83v,47.1577,-122.7037,2020-01-20 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
1,c22srbccs83v,47.1577,-122.7037,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22srbccs83v,47.1577,-122.7037,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22srbccs83v,47.1577,-122.7037,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22srbccs83v,47.1577,-122.7037,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22srbccs83v,47.1577,-122.7037,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22srbccs83v,47.1577,-122.7037,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c22srbccs83v,47.1577,-122.7037,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c22ue7hwphxk,47.2148,-122.546,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c22ue7hwphxk,47.2148,-122.546,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22ue7hwphxk,47.2148,-122.546,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22ue7hwphxk,47.2148,-122.546,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22ue7hwphxk,47.2148,-122.546,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22ue7hwphxk,47.2148,-122.546,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22ue7hwphxk,47.2148,-122.546,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c22ue7hwphxk,47.2148,-122.546,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2257tzw60kq,47.0102,-123.5858,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c2257tzw60kq,47.0102,-123.5858,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2257tzw60kq,47.0102,-123.5858,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c2257tzw60kq,47.0102,-123.5858,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c2257tzw60kq,47.0102,-123.5858,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c2257tzw60kq,47.0102,-123.5858,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c2257tzw60kq,47.0102,-123.5858,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c2257tzw60kq,47.0102,-123.5858,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c22fb0q7bwmy,46.8917,-122.6867,2020-01-20 00:00:00-08:00,rain,rain,Possible light rain overnight.
1,c22fb0q7bwmy,46.8917,-122.6867,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22fb0q7bwmy,46.8917,-122.6867,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22fb0q7bwmy,46.8917,-122.6867,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22fb0q7bwmy,46.8917,-122.6867,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22fb0q7bwmy,46.8917,-122.6867,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22fb0q7bwmy,46.8917,-122.6867,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22fb0q7bwmy,46.8917,-122.6867,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c229cjb5b8wh,46.7461,-123.0029,2020-01-20 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
1,c229cjb5b8wh,46.7461,-123.0029,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c229cjb5b8wh,46.7461,-123.0029,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c229cjb5b8wh,46.7461,-123.0029,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c229cjb5b8wh,46.7461,-123.0029,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c229cjb5b8wh,46.7461,-123.0029,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c229cjb5b8wh,46.7461,-123.0029,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c229cjb5b8wh,46.7461,-123.0029,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c22g77x3vqqm,46.9971,-122.5423,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c22g77x3vqqm,46.9971,-122.5423,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22g77x3vqqm,46.9971,-122.5423,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22g77x3vqqm,46.9971,-122.5423,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22g77x3vqqm,46.9971,-122.5423,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22g77x3vqqm,46.9971,-122.5423,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22g77x3vqqm,46.9971,-122.5423,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
7,c22g77x3vqqm,46.9971,-122.5423,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2969tcb7g7u,48.2836,-121.9237,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c2969tcb7g7u,48.2836,-121.9237,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c2969tcb7g7u,48.2836,-121.9237,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c2969tcb7g7u,48.2836,-121.9237,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c2969tcb7g7u,48.2836,-121.9237,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2969tcb7g7u,48.2836,-121.9237,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c2969tcb7g7u,48.2836,-121.9237,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c2969tcb7g7u,48.2836,-121.9237,2020-01-27 00:00:00-08:00,rain,rain,Rain throughout the day.
0,c29shsn10txr,48.5378,-121.4346,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c29shsn10txr,48.5378,-121.4346,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c29shsn10txr,48.5378,-121.4346,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c29shsn10txr,48.5378,-121.4346,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c29shsn10txr,48.5378,-121.4346,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c29shsn10txr,48.5378,-121.4346,2020-01-25 00:00:00-08:00,rain,rain,Rain throughout the day.
6,c29shsn10txr,48.5378,-121.4346,2020-01-26 00:00:00-08:00,rain,rain,Foggy in the afternoon and evening.
7,c29shsn10txr,48.5378,-121.4346,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
